"ID","name","age","Sex","Civil Status","Having Degree","JOB ROLE","Department","Work From","Work To","Tenure(Years)","Salary(Rs)","Bonus","Claims","Worked Prject","NoOfLeaves","Distance(km)","NoOfParents","NoOfChildren","NoOfComplaints"
"E00840","J.E.Perera","26","Female","Single","Yes","Assistant Accountant","Financial","1992-09-16","1994-04-15","2","67500.0","2331","4996","Hazard Management System","5","96.206","1","0","0"
"E00841","A.D.T.X.Karunarathna","22","Female","Single","No","Junior Business Analyst","Financial","1994-01-23","1995-02-17","1","22500.0","258","8858","Incident Management System","4","30.633","1","0","8"
"E00842","A.E.W.Abdulla","35","Female","Single","Yes","Senior Designer","Software","1997-04-03","2001-09-03","4","67600.0","2292","5232","Telemar","16","83.353","1","0","7"
"E00843","I.H.Daniel","41","Female","Single","Yes","IT Manager","IT","1999-01-13","2010-05-26","11","73500.0","8265","2205","Covance","5","50.278","2","0","0"
"E00844","E.O.J.G.Kapugedara","39","Male","Single","No","IT","IT","1980-01-09","2009-03-11","29","20500.0","411","2435","Hazard Management System","0","49.3","2","0","8"
"E00845","T.J.L.D.Rajapaksha","28","Male","Single","No","IT","IT","1974-09-30","2012-02-04","38","20500.0","320","7613","Hazard Management System","15","93.111","2","0","5"
"E00846","A.I.Kapugedara","25","Male","Single","No","Developer Intern","Software","1991-04-18","1999-01-23","8","27600.0","535","1116","Covance","2","24.596","2","0","0"
"E00847","N.H.Abdulla","43","Female","Single","No","Sales Executive","Financial","1995-06-05","2000-12-02","5","31500.0","611","1294","Claim Administration System Migration","4","4.463","0","0","2"
"E00848","P.N.L.Perera","31","Male","Single","No","Developer Intern","Software","1974-08-29","2007-09-18","33","27600.0","413","2041","Trico","6","32.903","1","0","3"
"E00849","Z.K.A.N.Rajakaruna","20","Female","Married","No","Software Tester","Software","1996-04-22","2005-01-08","9","20500.0","369","7963","Interplan","1","80.6","3","5","0"
"E00850","B.Gunarathna","44","Female","Single","No","Developer Intern","Software","1982-03-11","1998-04-03","16","27600.0","351","1653","Incident Management System","12","49.465","2","0","2"
"E00851","U.I.G.Mendis","41","Female","Married","No","","","1971-02-25","1990-02-25","19","0.0","0","8984","Risk Management System","18","44.547","4","4","5"
"E00852","S.Z.Kapugedara","31","Female","Married","Yes","HR Manager","HR","1978-05-08","2011-02-14","33","58700.0","2468","4322","Telemar","13","94.088","1","2","0"
"E00853","Z.N.Karunasena","31","Female","Single","Yes","Tech Lead","Software","2002-05-12","2014-11-03","12","75000.0","4197","4781","Incident Management System","10","90.005","1","0","3"
"E00854","D.Q.H.Silva","30","Female","Married","No","Software Engineering Intern","Software","1999-06-27","2013-07-18","14","26700.0","450","6164","Interplan","14","45.352","4","0","2"
"E00855","A.Pathirana","29","Male","Single","Yes","QA Mananger","QA","1998-08-24","2003-11-02","5","82600.0","10677","2380","Budget Management Centre","15","97.768","0","0","6"
"E00856","T.N.D.F.Y.Senanayake","39","Female","Single","No","Junior Business Analyst","Financial","1979-12-28","1982-01-24","3","22500.0","295","5325","Budget Management Centre","5","19.344","2","0","5"
"E00857","Z.V.Samararathna","45","Male","Single","No","IT","IT","1997-06-29","2007-07-27","10","20500.0","484","3683","CAT Migration","12","65.75","0","0","5"
"E00858","J.P.Y.Kodithuwakku","29","Male","Married","Yes","HR Manager","HR","1976-02-26","2000-12-08","24","58700.0","2052","4641","Budget Management Centre","18","32.804","0","2","3"
"E00859","A.F.Karunarathna","22","Female","Single","No","Software Tester","Software","1990-07-08","1991-02-06","1","20500.0","227","4415","Covance","3","19.699","0","0","8"
"E00860","T.Kapugedara","31","Male","Single","No","","","1997-03-16","2005-04-21","8","0.0","0","6179","Telemar","3","89.819","0","0","1"
"E00861","B.T.Rajakaruna","33","Female","Single","No","IT","IT","2003-01-11","2004-12-08","1","20500.0","326","3388","Trico","13","41.439","0","0","5"
"E00862","U.D.T.K.Mendis","41","Female","Single","No","","","1998-04-04","2013-01-27","15","0.0","0","1356","Covance","9","93.237","0","0","5"
"E00863","K.Karunasena","33","Female","Single","No","Sales Executive","Financial","2002-02-24","2012-01-12","10","31500.0","674","5334","Claim Administration System Migration","5","75.991","2","0","6"
"E00864","X.E.Samarasinghe","41","Female","Married","Yes","Senior Business Analyst","Financial","1973-05-31","2009-05-08","36","72300.0","3837","5229","New York Life","7","13.102","2","2","5"
"E00865","G.T.M.Karunarathna","28","Female","Single","Yes","IT Project Leader","IT","1989-08-24","2007-04-04","18","78300.0","6183","1679","Covance","13","67.622","2","0","4"
"E00866","R.L.A.Darwin","47","Female","Married","No","Software Tester","Software","1980-07-07","1985-09-13","5","20500.0","481","4589","Covance","4","83.511","3","5","6"
"E00867","Y.N.Anand","28","Female","Single","No","Software Engineering Intern","Software","1977-02-14","1988-06-07","11","26700.0","398","1476","New York Life","17","92.89","1","0","4"
"E00868","B.V.W.U.Fernando","42","Female","Single","No","IT Trainee","IT","2000-06-11","2009-08-16","9","20500.0","385","1651","Telemar","17","23.468","1","0","0"
"E00869","P.I.Samarasinghe","49","Male","Married","Yes","IT Manager","IT","2007-05-01","2014-12-25","7","73500.0","4350","4892","Risk Management System","9","90.119","4","4","5"
"E00870","I.Senanayake","47","Female","Married","No","Software Engineering Intern","Software","1983-01-11","2009-07-07","26","26700.0","534","8973","Claim Administration System Migration","7","38.53","0","4","7"
"E00871","M.Q.Seram","38","Male","Married","Yes","Senior Business Analyst","Financial","1998-11-30","2003-07-02","5","72300.0","1590","1888","Budget Management Centre","13","85.967","1","4","8"
"E00872","J.M.U.George","20","Female","Single","No","IT Trainee","IT","1999-07-28","2003-11-30","4","20500.0","221","4153","Risk Management System","1","45.724","1","0","7"
"E00873","E.A.L.Kapugedara","23","Female","Married","No","","","1999-05-01","2008-04-01","9","0.0","0","3246","Ethna","5","10.838","3","3","0"
"E00874","A.Y.O.U.O.Rajakaruna","32","Female","Married","No","Junior Business Analyst","Financial","1998-10-23","2011-04-24","13","22500.0","253","4301","Covance","14","86.596","1","3","7"
"E00875","B.U.F.Kapukotuwa","28","Female","Single","No","","","1970-12-27","1979-02-16","9","0.0","0","8400","Budget Management Centre","17","27.222","1","0","5"
"E00876","E.B.H.George","43","Male","Single","Yes","System Admin","IT","1994-05-11","2005-02-28","11","58700.0","6082","2605","CAT Migration","18","54.487","2","0","5"
"E00877","V.N.C.Senanayake","39","Female","Single","No","Software Tester","Software","2010-02-28","2013-04-27","3","20500.0","472","7661","Trico","5","80.623","2","0","2"
"E00878","X.X.G.B.George","30","Female","Married","Yes","","","1971-12-15","1981-07-18","10","0.0","0","6890","Btaf","7","49.557","2","0","4"
"E00879","X.Viswanathan","37","Female","Single","No","Developer Intern","Software","1996-03-16","2007-04-05","11","27600.0","452","7902","Telemar","15","27.539","0","0","5"
"E00880","R.C.Sirisena","30","Female","Single","Yes","Software Engineer","IT","1991-07-14","1992-04-21","1","88550.0","13669","1432","CAT Migration","3","5.571","0","0","7"
"E00881","Y.Z.Bandaranayake","25","Female","Single","Yes","System Analyst","Planning","1975-08-07","1992-04-20","17","91250.0","6907","5028","New York Life","10","94.598","0","0","4"
"E00882","H.G.Sarathchandra","21","Male","Married","No","IT","IT","2005-01-14","2013-06-22","8","20500.0","445","8529","Risk Management System","13","58.993","2","2","8"
"E00883","M.Samararathna","27","Male","Single","No","Software Tester","Software","1977-09-20","1990-12-22","13","20500.0","238","7890","CAT Migration","17","13.221","1","0","8"
"E00884","C.Kapugedara","24","Female","Single","No","IT","IT","2002-07-24","2005-12-28","3","20500.0","573","9827","Hazard Management System","1","42.292","0","0","4"
"E00885","K.D.U.T.Samarasinghe","26","Female","Single","No","Sales Executive","Financial","1978-03-05","1986-06-12","8","31500.0","579","6342","New York Life","10","7.103","2","0","5"
"E00886","H.J.Silva","41","Female","Single","No","IT Trainee","IT","1989-11-03","2001-12-09","12","20500.0","368","8655","Trico","13","74.093","1","0","2"
"E00887","N.X.S.L.Karunasena","49","Male","Single","Yes","Senior Designer","Software","2002-03-13","2007-04-13","5","67600.0","5735","7442","Risk Management System","6","76.397","0","0","0"
"E00888","F.W.Rajapaksha","21","Male","Single","Yes","","","1990-03-05","1994-02-03","4","0.0","0","5059","Trico","14","3.207","2","0","1"
"E00889","J.X.Senarathna","45","Male","Married","No","IT","IT","1989-04-22","2007-02-12","18","20500.0","338","4116","Interplan","19","97.911","0","1","4"
"E00890","G.Q.E.J.W.Hettiarachchi","23","Female","Single","No","IT Trainee","IT","2000-11-14","2006-01-12","6","20500.0","264","3091","Covance","17","60.128","1","0","0"
"E00891","X.Viswanathan","25","Female","Single","No","Junior Designer","Software","1996-02-06","2010-04-07","14","30600.0","678","2426","Budget Management Centre","3","18.3","0","0","0"
"E00892","N.E.C.Jayasuriya","27","Female","Single","Yes","IT Manager","IT","2005-04-18","2007-07-10","2","73500.0","9330","4765","New York Life","13","90.847","0","0","8"
"E00893","Y.B.W.De Silva","46","Male","Single","Yes","IT Manager","IT","1982-06-14","1997-09-25","15","73500.0","9795","1378","New York Life","19","51.592","1","0","2"
"E00894","L.Z.Daniel","24","Female","Single","No","Software Engineering Intern","Software","1976-09-26","1985-08-01","9","26700.0","429","4888","Claim Administration System Migration","19","86.384","1","0","0"
"E00895","O.Senanayake","46","Female","Single","Yes","Senior Business Analyst","Financial","1994-03-29","1995-01-12","1","72300.0","3165","2987","Risk Management System","5","82.065","2","0","0"
"E00896","T.C.Senarathna","25","Male","Married","No","Developer Intern","Software","2009-05-22","2011-07-23","2","27600.0","487","6246","Ethna","19","18.879","1","3","0"
"E00897","N.Q.C.M.Kapukotuwa","31","Female","Married","Yes","IT Project Leader","IT","1993-06-15","2012-02-25","19","78300.0","8324","8921","Risk Management System","17","95.994","3","4","8"
"E00898","C.Rajapaksha","37","Female","Single","Yes","Tech Lead","Software","1979-12-02","1995-06-30","16","75000.0","4295","1209","Btaf","20","22.283","0","0","8"
"E00899","X.H.Viswanathan","32","Female","Single","No","","","2004-10-11","2010-11-08","6","0.0","0","5580","Risk Management System","16","81.195","1","0","0"
"E00900","R.F.Jayasuriya","47","Female","Single","No","Developer Intern","Software","2009-12-12","2013-07-12","4","27600.0","572","2165","Hazard Management System","10","23.743","1","0","0"
"E00901","P.B.Kapugedara","47","Male","Single","Yes","Senior Designer","Software","1992-06-01","2005-01-13","13","67600.0","4681","2090","Budget Management Centre","3","30.995","2","0","1"
"E00902","B.B.N.M.Mendis","42","Male","Married","No","Junior Business Analyst","Financial","1983-07-17","1999-09-21","16","22500.0","382","2950","Trico","8","5.752","0","4","2"
"E00903","T.Rajakaruna","43","Female","Single","No","Junior Designer","Software","1989-10-05","1996-06-19","7","30600.0","605","1097","Claim Administration System Migration","13","3.21","0","0","3"
"E00904","C.A.Warnapura","22","Female","Single","No","Developer Intern","Software","1970-04-26","1977-01-05","7","27600.0","445","8340","Risk Management System","9","11.696","1","0","1"
"E00905","J.Rajakaruna","50","Female","Single","No","","","1990-11-27","1994-05-04","4","0.0","0","2192","Covance","13","75.26","2","0","8"
"E00906","D.H.J.Arafat","23","Female","Married","No","Software Engineering Intern","Software","1996-10-28","2005-09-19","9","26700.0","446","5384","Covance","15","1.807","0","0","0"
"E00907","P.N.Q.B.Darrel","48","Female","Single","Yes","IT Project Leader","IT","1990-06-19","2012-05-30","22","78300.0","6724","5204","Budget Management Centre","8","32.738","0","0","5"
"E00908","V.Abdulla","28","Male","Married","No","","","1972-02-05","2011-05-06","39","0.0","0","2541","Ethna","12","61.051","3","4","0"
"E00909","S.O.Senarathna","34","Female","Single","No","Developer Intern","Software","1991-11-20","1993-03-09","2","27600.0","412","6336","Interplan","11","57.132","1","0","0"
"E00910","F.L.I.Gunarathna","42","Female","Single","No","Junior Business Analyst","Financial","1997-11-08","2001-07-19","4","22500.0","344","2574","Budget Management Centre","0","16.524","1","0","7"
"E00911","M.D.L.Senarathna","36","Female","Married","Yes","Tech Lead","Software","1977-04-30","2000-01-02","23","75000.0","950","4029","Interplan","2","17.374","4","3","6"
"E00912","O.O.Y.Senarathna","32","Male","Single","No","Junior Business Analyst","Financial","1996-05-08","2008-03-25","12","22500.0","320","3612","CAT Migration","10","48.51","0","0","5"
"E00913","B.W.B.Jayasuriya","26","Female","Single","No","IT Trainee","IT","2005-12-16","2011-10-07","6","20500.0","286","1347","Hazard Management System","10","68.937","2","0","1"
"E00914","X.F.O.Abdulla","34","Male","Single","No","Sales Executive","Financial","1974-06-21","1983-06-30","9","31500.0","527","1063","Ethna","13","26.55","0","0","2"
"E00915","B.V.Y.Musammil","50","Female","Single","No","Software Tester","Software","2009-10-09","2014-05-17","5","20500.0","395","1191","Incident Management System","17","31.54","2","0","0"
"E00916","C.X.P.Z.Fernando","48","Female","Single","Yes","Software Architecturer","Planning","2002-02-05","2011-02-28","9","80400.0","3552","8198","Risk Management System","2","26.985","0","0","2"
"E00917","R.L.Sarathchandra","31","Female","Single","No","IT Officer - Intern","IT","2000-02-13","2011-05-20","11","25400.0","383","4596","CAT Migration","1","75.078","2","0","1"
"E00918","C.F.V.Z.F.Rajakaruna","48","Female","Single","No","IT","IT","1989-03-24","2006-11-06","17","20500.0","460","7573","New York Life","15","65.617","2","0","2"
"E00919","G.Bandaranayake","20","Female","Single","No","Developer Intern","Software","1974-01-14","2001-07-17","27","27600.0","430","9375","Risk Management System","18","64.139","1","0","3"
"E00920","U.E.M.Darrel","41","Male","Single","No","Software Tester","Software","1984-03-13","1993-01-18","9","20500.0","412","7172","Incident Management System","8","93.191","2","0","0"
"E00921","J.Y.S.Q.X.Kapugedara","21","Female","Single","Yes","HR Manager","HR","1984-01-03","2000-05-08","16","58700.0","1638","2084","Telemar","20","69.957","2","0","7"
"E00922","H.Kapugedara","48","Female","Single","Yes","Senior Business Analyst","Financial","1976-01-19","2011-11-28","35","72300.0","1264","5741","Risk Management System","1","46.312","0","0","0"
"E00923","U.G.Z.Perera","34","Female","Married","No","","","2000-02-16","2011-10-27","11","0.0","0","7041","Covance","10","17.613","4","4","7"
"E00924","L.Y.Sarathchandra","28","Female","Single","Yes","IT Manager","IT","2007-07-19","2012-10-05","5","73500.0","1071","4988","Interplan","15","70.287","0","0","5"
"E00925","H.E.Samarasinghe","41","Male","Single","No","Software Engineering Intern","Software","1974-10-30","1988-10-04","14","26700.0","323","6994","CAT Migration","8","58.187","1","0","5"
"E00926","B.W.I.Seram","38","Female","Single","No","IT Officer - Intern","IT","1973-07-31","1996-01-28","23","25400.0","355","2393","Covance","12","26.662","1","0","2"
"E00927","W.O.I.J.Kapukotuwa","32","Female","Single","Yes","Software Engineer","IT","1995-09-13","2013-01-10","18","88550.0","5712","6044","Budget Management Centre","18","25.495","1","0","8"
"E00928","C.G.P.Pathirana","45","Female","Single","No","Developer Intern","Software","1994-04-25","2003-10-10","9","27600.0","320","5538","Claim Administration System Migration","8","99.512","0","0","1"
"E00929","Q.C.Q.Daniel","47","Female","Single","No","","","1995-05-17","2007-07-30","12","0.0","0","5982","Covance","4","90.615","2","0","8"
"E00930","E.Z.Anand","31","Female","Single","Yes","Senior Designer","Software","1983-11-13","2001-10-07","18","67600.0","2290","5625","Interplan","6","48.52","2","0","4"
"E00931","U.Arafat","41","Female","Married","No","Junior Designer","Software","1989-05-08","1992-01-15","3","30600.0","424","4694","Incident Management System","6","41.898","0","1","2"
"E00932","Q.V.Hettiarachchi","41","Male","Married","No","Software Tester","Software","1995-03-17","1997-07-24","2","20500.0","234","4961","Hazard Management System","2","46.505","1","1","2"
"E00933","U.Darwin","24","Female","Single","No","IT Trainee","IT","1985-05-25","2002-12-28","17","20500.0","240","2449","Hazard Management System","8","83.517","0","0","8"
"E00934","A.L.Abdulla","35","Female","Married","Yes","Software Engineer","IT","1973-01-23","1992-06-22","19","88550.0","7342","4540","CAT Migration","7","74.447","0","5","0"
"E00935","A.P.U.Karunasena","33","Female","Single","No","IT Officer - Intern","IT","2003-02-07","2005-04-17","2","25400.0","348","2773","Ethna","1","62.95","1","0","6"
"E00936","V.V.Pathirana","48","Female","Married","No","IT Officer - Intern","IT","2010-03-24","2011-04-21","1","25400.0","304","5039","CAT Migration","16","15.821","3","3","8"
"E00937","V.X.Q.Viswanathan","26","Female","Single","No","","","1983-11-01","2009-01-28","26","0.0","0","7441","Risk Management System","1","21.253","0","0","2"
"E00938","V.C.O.Anand","35","Male","Single","No","Software Tester","Software","2001-06-13","2012-12-20","11","20500.0","276","9216","Telemar","10","16.058","2","0","1"
"E00939","F.Sirisena","26","Male","Single","Yes","Software Engineer","IT","1987-01-06","2014-03-12","27","88550.0","3788","3794","Interplan","8","93.848","2","0","4"
"E00940","P.N.K.F.Z.Sirisena","33","Male","Single","Yes","Senior Business Analyst","Financial","2005-01-04","2013-02-11","8","72300.0","1359","3262","Ethna","2","83.59","1","0","7"
"E00941","P.R.Y.G.Rajapaksha","37","Male","Single","Yes","Senior Designer","Software","2001-07-06","2010-02-15","9","67600.0","1391","7099","Covance","17","6.756","2","0","6"
"E00942","S.K.Kodithuwakku","49","Male","Single","No","IT","IT","1999-07-29","2012-09-07","13","20500.0","467","9392","CAT Migration","12","49.3","0","0","0"
"E00943","Q.H.M.Sarathchandra","41","Female","Married","No","Junior Business Analyst","Financial","1975-05-21","2014-11-22","39","22500.0","274","8189","Btaf","4","94.796","0","4","2"
"E00944","G.U.C.Q.Q.Jayawardena","23","Female","Married","No","Junior Business Analyst","Financial","1992-07-12","2008-05-09","16","22500.0","216","7149","Btaf","10","23.27","4","2","4"
"E00945","B.Hettiarachchi","32","Female","Single","No","Junior Business Analyst","Financial","2008-01-19","2009-02-07","1","22500.0","377","6392","New York Life","19","4.702","1","0","5"
"E00946","V.Samarasinghe","41","Male","Single","No","Sales Executive","Financial","1985-05-02","2003-02-28","18","31500.0","618","6099","Btaf","6","37.818","0","0","2"
"E00947","M.De Silva","35","Female","Single","No","IT","IT","2010-02-13","2013-10-02","3","20500.0","461","4074","Budget Management Centre","15","98.285","1","0","3"
"E00948","Q.De Silva","21","Male","Married","No","Software Tester","Software","1971-09-21","1991-06-10","20","20500.0","500","6392","Interplan","8","93.585","3","0","4"
"E00949","A.L.P.N.Kapukotuwa","23","Female","Single","Yes","Tech Lead","Software","1987-08-21","1993-02-06","6","75000.0","2789","4850","Covance","2","3.866","1","0","4"
"E00950","I.Karunasena","37","Male","Single","No","","","2006-02-14","2009-09-13","3","0.0","0","1415","Claim Administration System Migration","15","92.593","2","0","6"
