"ID","name","age","Sex","Civil Status","Having Degree","JOB ROLE","Department","Work From","Work To","Tenure(Years)","Salary(Rs)","Bonus","Claims","Worked Prject","NoOfLeaves","Distance(km)","NonSchoolGoingDep","NoOfChildren","NoOfComplaints","Reason to Leave","Churn"
"E001619","E.Rajakaruna","27","Female","Married","No","IT Trainee","IT","1982-01-03","1989-03-04","7","20500.0","263","3188","Claim Administration System Migration","0","25.096","4","3","2","Lack of benefits","1"
"E001620","R.T.Q.Karunarathna","44","Female","Single","Yes","Finance Manager","Financial","1991-01-14","1992-08-24","1","120700.0","11613","6705","Incident Management System","0","89.681","1","0","3","Travelling Problem","1"
"E001621","I.P.S.Gunarathna","20","Male","Married","No","Developer Intern","Software","2004-04-01","2014-11-10","10","27600.0","581","9943","Interplan","7","41.814","5","3","2","Low salary and Lack of benefits","1"
"E001622","W.L.X.I.Seram","39","Female","Married","No","","","1980-11-11","1981-01-05","1","0.0","0","7896","Incident Management System","13","91.253","5","5","3","Lack of benefits","1"
"E001623","J.G.Kodithuwakku","47","Female","Married","No","Junior Designer","Software","2009-06-03","2013-11-24","4","30600.0","548","6361","Interplan","6","6.392","0","3","1","Lack of benefits","1"
"E001624","K.A.Viswanathan","34","Female","Single","No","IT Trainee","IT","1970-03-11","1987-05-07","17","20500.0","342","4018","New York Life","9","42.831","1","0","5","Travelling Problem","1"
"E001625","X.F.I.Fernando","36","Female","Single","No","IT Officer - Intern","IT","1973-12-23","2004-07-06","31","25400.0","317","5588","Btaf","11","29.003","1","0","3","Travelling Problem","1"
"E001626","M.H.I.U.Q.Bandaranayake","49","Male","Single","Yes","IT App Man","IT","2009-10-20","2014-08-13","5","53000.0","884","4874","Claim Administration System Migration","5","23.076","2","0","3","","0"
"E001627","P.I.P.P.Senarathna","20","Male","Single","Yes","System Admin","IT","1985-12-08","2002-12-25","17","58700.0","4402","6243","Telemar","20","30.928","2","0","3","","0"
"E001628","Q.F.Y.Fernando","24","Female","Single","Yes","Software Engineer","IT","1988-06-26","2008-10-04","20","88550.0","12932","9134","Ethna","12","52.689","0","0","3","Travelling Problem","1"
"E001629","M.De Vaas","49","Male","Single","No","","","1979-07-12","1996-08-18","17","0.0","0","5628","Risk Management System","7","42.771","0","0","0","","0"
"E001630","T.Hettiarachchi","30","Female","Single","No","","","1982-12-12","1996-02-29","14","0.0","0","6964","Telemar","4","81.143","0","0","3","Travelling Problem","1"
"E001631","G.L.Abdulla","48","Female","Married","No","Software Engineering Intern","Software","2004-03-29","2007-07-07","3","26700.0","473","8387","Interplan","8","55.946","3","0","1","Lack of benefits","1"
"E001632","N.X.V.Gunarathna","40","Male","Married","No","Software Tester","Software","2004-09-20","2011-06-01","7","20500.0","217","4050","Trico","18","68.955","3","2","2","Personal Reason","1"
"E001633","F.K.Hettiarachchi","27","Female","Married","No","Software Engineering Intern","Software","2005-04-14","2012-06-09","7","26700.0","346","4731","Claim Administration System Migration","1","51.92","2","3","2","Lack of benefits","1"
"E001634","X.U.Nanadasiri","40","Male","Single","No","IT Trainee","IT","2005-04-01","2014-04-17","9","20500.0","288","9149","Ethna","16","43.762","2","0","6","Personal Reason","1"
"E001635","R.Q.N.Senanayake","42","Male","Single","No","Developer Intern","Software","1985-10-13","1996-06-22","11","27600.0","341","4941","Interplan","18","67.134","2","0","3","Personal Reason","1"
"E001636","Q.K.Zoysa","37","Female","Single","No","Developer Intern","Software","1986-05-13","1988-04-06","2","27600.0","546","6008","New York Life","14","47.836","1","0","3","Travelling Problem","1"
"E001637","E.I.Rajapaksha","44","Female","Single","No","Sales Executive","Financial","1993-06-15","2005-09-25","12","31500.0","572","8551","Incident Management System","16","45.905","2","0","3","Travelling Problem","1"
"E001638","O.E.Rodrigo","31","Female","Married","Yes","IT Manager","IT","2005-11-23","2007-11-26","2","73500.0","8644","3590","Budget Management Centre","16","68.208","2","4","2","Lack of benefits","1"
"E001639","T.Viswanathan","45","Female","Single","No","","","1982-12-24","2010-08-09","28","0.0","0","8026","Trico","11","48.616","2","0","5","Travelling Problem","1"
"E001640","D.R.Sarathchandra","26","Female","Single","No","IT Officer - Intern","IT","2005-01-11","2008-09-20","3","25400.0","358","2816","Ethna","7","92.391","0","0","4","Travelling Problem","1"
"E001641","N.T.Rodrigo","47","Female","Single","Yes","HR Manager","HR","2010-09-16","2012-09-18","2","58700.0","937","6353","Interplan","20","59.13","1","0","3","Travelling Problem","1"
"E001642","M.J.Senarathna","49","Male","Single","Yes","","","2005-04-07","2011-03-03","6","0.0","0","7693","Budget Management Centre","18","85.388","1","0","3","","0"
"E001643","I.Y.H.Kapugedara","35","Male","Married","No","Software Tester","Software","1979-09-29","2003-04-26","24","20500.0","201","8603","Budget Management Centre","19","76.893","0","3","6","Personal Reason","1"
"E001644","S.V.D.Senarathna","40","Female","Single","No","IT Trainee","IT","1995-12-27","2012-09-10","17","20500.0","209","5649","Telemar","6","68.157","0","0","3","Travelling Problem","1"
"E001645","L.Y.L.Motha","22","Female","Single","Yes","System Admin","IT","1994-09-30","2010-04-03","16","58700.0","7451","9949","Covance","4","23.156","0","0","5","Personal Reason","1"
"E001646","S.U.V.Samararathna","41","Female","Single","No","Junior Business Analyst","Financial","1994-04-10","2002-05-31","8","22500.0","291","5723","Covance","4","29.417","2","0","4","Travelling Problem","1"
"E001647","L.P.R.Karunarathna","31","Male","Single","Yes","Assistant Accountant","Financial","1999-03-05","2001-06-18","2","67500.0","1983","8568","Telemar","4","7.272","1","0","1","","0"
"E001648","W.H.Bandaranayake","23","Female","Single","No","IT Officer - Intern","IT","1990-03-07","2010-12-07","20","25400.0","309","5048","Covance","2","60.095","1","0","0","","0"
"E001649","M.Wickramasinghe","29","Male","Single","Yes","IT Manager","IT","1978-09-01","1993-09-29","15","73500.0","1953","3428","Btaf","11","54.319","0","0","3","Personal Reason","1"
"E001650","X.R.Darwin","38","Female","Single","No","Junior Business Analyst","Financial","1986-09-03","2009-01-20","23","22500.0","322","2501","New York Life","8","11","0","0","5","Travelling Problem","1"
"E001651","T.Abdulla","37","Male","Married","No","","","1986-06-18","2004-03-23","18","0.0","0","5303","New York Life","16","29.953","4","4","0","","0"
"E001652","V.B.Senanayake","40","Male","Married","No","Software Engineering Intern","Software","1980-07-01","1999-02-07","19","26700.0","433","6521","Risk Management System","20","32.322","0","3","7","Personal Reason","1"
"E001653","M.Senarathna","44","Male","Single","No","","","1998-01-25","2011-08-10","13","0.0","0","2136","CAT Migration","7","21.141","2","0","3","Personal Reason","1"
"E001654","X.Kodithuwakku","48","Female","Single","No","Junior Business Analyst","Financial","1975-04-19","1996-06-07","21","22500.0","230","7450","Ethna","19","5.734","0","0","0","","0"
"E001655","B.C.P.Kodithuwakku","31","Female","Single","Yes","Finance Manager","Financial","1997-10-24","2013-02-03","16","120700.0","9406","6236","Interplan","7","65.878","1","0","5","Travelling Problem","1"
"E001656","B.Gunawardene","39","Female","Single","No","Junior Business Analyst","Financial","1985-12-16","2002-03-25","17","22500.0","209","1615","Claim Administration System Migration","9","31.843","1","0","5","Travelling Problem","1"
"E001657","L.X.Seram","33","Female","Married","Yes","HR Manager","HR","1991-03-19","2007-02-27","16","58700.0","2054","6310","Covance","8","73.129","4","1","3","Lack of benefits","1"
"E001658","I.L.I.N.D.Soris","25","Female","Single","No","IT Trainee","IT","1974-11-16","1976-06-29","2","20500.0","212","5920","Trico","7","99.155","0","0","3","Travelling Problem","1"
"E001659","V.Karunasena","48","Female","Married","Yes","Finance Manager","Financial","1971-01-19","1988-10-13","17","120700.0","11122","9813","Budget Management Centre","1","73.746","0","5","3","Lack of benefits","1"
"E001660","K.C.U.L.Nanadasiri","41","Female","Married","No","IT Trainee","IT","1982-01-10","1988-06-07","6","20500.0","349","8330","Risk Management System","1","64.851","1","0","2","Salary Problem","1"
"E001661","P.P.D.T.F.Wijepala","41","Female","Married","No","IT Officer - Intern","IT","1979-02-14","1990-01-03","11","25400.0","301","7114","Risk Management System","16","46.136","0","2","1","Lack of benefits","1"
"E001662","L.K.C.Jayawardena","39","Female","Single","No","IT Officer - Intern","IT","1971-01-01","2013-01-16","42","25400.0","365","1789","Trico","17","41.742","1","0","5","Travelling Problem","1"
"E001663","V.L.Rajakaruna","23","Female","Single","No","Software Tester","Software","1974-01-06","2009-09-19","35","20500.0","398","5463","Budget Management Centre","14","48.528","0","0","8","Personal Reason","1"
"E001664","O.L.Madasekera","27","Female","Married","Yes","QA Mananger","QA","1984-01-30","1991-07-28","7","82600.0","4717","2805","New York Life","16","50.837","2","2","2","Lack of benefits","1"
"E001665","S.P.Kapugedara","50","Female","Single","No","Software Tester","Software","1987-05-30","2001-01-14","14","20500.0","374","3029","Telemar","20","98.107","2","0","5","Travelling Problem","1"
"E001666","A.M.H.Rayen","34","Female","Married","Yes","IT App Man","IT","1987-01-21","2001-02-18","14","53000.0","3839","9475","Hazard Management System","0","83.831","1","0","4","Travelling Problem","1"
"E001667","J.A.Rodrigo","41","Female","Married","Yes","QA Mananger","QA","1971-01-23","1988-01-09","17","82600.0","3324","7019","Trico","17","28.936","4","2","2","Lack of benefits","1"
"E001668","B.Pathirana","34","Female","Married","No","Software Engineering Intern","Software","1998-11-28","2010-02-03","12","26700.0","362","3321","Interplan","3","29.946","4","0","2","Lack of benefits","1"
"E001669","V.Q.B.A.Kodithuwakku","46","Female","Single","No","Sales Executive","Financial","2003-06-23","2006-01-20","3","31500.0","753","5610","Telemar","8","99.697","1","0","4","Travelling Problem","1"
"E001670","D.H.Daniel","23","Female","Single","No","IT Officer - Intern","IT","1986-10-15","2012-01-23","26","25400.0","394","8997","Risk Management System","17","58.536","2","0","5","Personal Reason","1"
"E001671","Z.Rayen","25","Male","Single","Yes","HR Manager","HR","1997-09-20","2010-09-29","13","58700.0","2466","6106","Telemar","2","95.481","2","0","6","Personal Reason","1"
"E001672","R.Seram","47","Male","Single","No","","","2000-02-15","2012-11-29","12","0.0","0","8708","Risk Management System","20","93.059","2","0","2","","0"
"E001673","O.T.C.Gunawardene","25","Female","Married","No","Software Tester","Software","2008-08-15","2010-10-23","2","20500.0","320","6514","CAT Migration","16","74.987","0","0","1","Salary Problem","1"
"E001674","Z.Seram","22","Female","Single","Yes","Software Engineer","IT","1991-03-25","2001-12-24","10","88550.0","4017","1670","Claim Administration System Migration","5","73.279","0","0","8","Personal Reason","1"
"E001675","T.S.Hettiarachchi","40","Male","Single","No","Software Tester","Software","1983-09-29","2013-04-02","30","20500.0","490","3729","Telemar","8","14.796","2","0","0","","0"
"E001676","I.A.I.Y.George","50","Female","Single","No","IT Officer - Intern","IT","1975-12-26","1995-04-14","20","25400.0","307","9222","Claim Administration System Migration","13","97.626","1","0","4","Travelling Problem","1"
"E001677","X.V.Z.Soris","27","Male","Single","Yes","IT Manager","IT","1977-04-03","2010-09-21","33","73500.0","5567","7620","Risk Management System","3","89.381","2","0","5","Personal Reason","1"
"E001678","X.F.Z.U.Samarasinghe","27","Male","Single","No","Developer Intern","Software","1980-02-15","2012-10-31","32","27600.0","454","5743","Ethna","18","24.218","2","0","0","","0"
"E001679","W.O.Motha","44","Female","Single","Yes","IT App Man","IT","2007-08-31","2008-12-22","1","53000.0","785","4672","Trico","4","57.728","1","0","5","Travelling Problem","1"
"E001680","O.C.A.B.Jayasuriya","42","Female","Married","Yes","","","2001-08-17","2005-03-01","4","0.0","0","5027","Btaf","20","80.95","3","0","3","Lack of benefits","1"
"E001681","S.G.Soertsz","43","Female","Single","No","Junior Business Analyst","Financial","1995-06-01","1996-11-30","1","22500.0","261","6055","Telemar","17","69.113","1","0","4","Travelling Problem","1"
"E001682","X.P.N.Samararathna","25","Female","Single","Yes","Software Architecturer","Planning","1978-05-22","1992-04-28","14","80400.0","7422","2288","Claim Administration System Migration","5","64.263","0","0","5","Travelling Problem","1"
"E001683","K.N.G.Jayawardena","35","Male","Single","No","","","1971-04-28","1983-03-13","12","0.0","0","4784","Trico","14","26.87","1","0","6","Personal Reason","1"
"E001684","K.Rayen","29","Male","Single","No","Developer Intern","Software","1992-03-12","2008-03-25","16","27600.0","393","5670","Hazard Management System","10","45.96","1","0","6","Personal Reason","1"
"E001685","I.F.T.W.Q.Hettiarachchi","40","Female","Single","No","Developer Intern","Software","1985-07-09","2006-01-12","21","27600.0","308","3501","Btaf","12","82.319","1","0","4","Travelling Problem","1"
"E001686","Q.B.Q.Soertsz","27","Female","Married","Yes","Software Architecturer","Planning","1982-10-02","1985-07-07","3","80400.0","8518","7113","Trico","19","3.836","4","4","1","Lack of benefits","1"
"E001687","V.F.Y.Rajapaksha","32","Female","Single","Yes","System Analyst","Planning","2011-01-23","2013-03-07","2","91250.0","19112","9526","Covance","18","26.005","0","0","3","Travelling Problem","1"
"E001688","C.U.O.Madasekera","20","Male","Married","Yes","IT App Man","IT","1981-09-04","1988-09-07","7","53000.0","2864","6382","Hazard Management System","15","7.684","4","1","4","Low salary and Lack of benefits","1"
"E001689","W.A.V.Viswanathan","27","Female","Single","Yes","IT Manager","IT","1971-11-01","2004-02-03","33","73500.0","5309","7154","Trico","8","10.488","1","0","5","Travelling Problem","1"
"E001690","Q.Q.De Vaas","38","Female","Single","Yes","Senior Business Analyst","Financial","1985-10-16","1993-06-14","8","72300.0","3430","3487","Covance","16","90.392","0","0","4","Travelling Problem","1"
"E001691","D.I.Musammil","44","Female","Single","No","Junior Business Analyst","Financial","1981-04-24","2002-12-05","21","22500.0","392","5744","Trico","11","92.857","0","0","5","Travelling Problem","1"
"E001692","B.M.W.L.Soris","49","Female","Married","No","IT Trainee","IT","1973-08-05","1994-08-12","21","20500.0","309","7050","Risk Management System","0","47.618","4","5","3","Lack of benefits","1"
"E001693","W.P.J.Z.Hettiarachchi","46","Female","Married","No","IT Trainee","IT","1982-01-01","2005-01-24","23","20500.0","355","5276","Ethna","19","99.121","0","1","3","Salary Problem","1"
